pid,Status,Project Address,Tel,Stewarding Chapter,Extracted State
1155, current / ongoing  ," , D.No 1-114/7, F-3 Simhadri Residency,Purushottamapuram Colony, Sujata Nagar (PO),Vishakhapatnam,Andhra Pradesh  530051 ", 011 91 998545801  ,"",ANDHRA PRADESH
1156, proposal-evaluation by chapter  ," , ,,Hyderabad,Andhra Pradesh   ", +91 95531 89045  ,"",ANDHRA PRADESH
1158, completed - requirements ended  ," , Madurai Main Road,,Nagamangalam,Tamil Nadu   ",   ,"",TAMIL NADU
1160, current / ongoing  ," , Asha Chennai First Floor, 85/2 Luz Avenue Mylapore, Chennai ,Mylapore,Chennai,Tamil Nadu  600004 ", 9940027042  ,"",TAMIL NADU
1161, current / ongoing  ," , ARJUN SHANMUGA ILLAM 439/1  ,EAST STREET KARUMBALAI,Madurai,Tamil Nadu   ", 9894805446  ,"",TAMIL NADU
1162, completed - requirements ended  ," , 48-B/10 AMBAI ROAD,,Veeramanickapuram,Tamil Nadu  627005 ", 04622572563  ,"",TAMIL NADU
1163, completed - requirements ended  ," , 16/97-A, 1st Floor, Vikram Vihar Lajpat Nagar- IV,,,Delhi  110024 ", 011-46548105/06  ,"",DELHI
1164, completed - requirements ended  ," , Milan Laboratories (India) PVT Ltd,A-5, Meghmalhar, Gavand path, Naupada,Thane,Maharashtra  400602 ", +91-22-25390686  ,"",MAHARASHTRA
1173, completed - requirements ended  ," , 110, Parimal Anand Park,Aundh,Pune,Maharashtra  411007 ",  91-9766337432   ,"",MAHARASHTRA
1174, Support ended.  ," , Sahara Anathalaya Parivar, Kolher road,, shivaji nagar, georai, District- Beed,,Maharashtra  431127 ", 9763031020  ,"",MAHARASHTRA
1175, current / ongoing  ," , 18, Ist Cross St. Shastri Nagar,Adyar,Chennai,Tamil Nadu  600020 ", 91-44-24917199  ,"",TAMIL NADU
1176, completed - things went wrong  ," , Vijaya Lakshmi Nilayam, 4th floor,Saroor Nagar,Hyderabad,Telangana   ", +91-40-32588838  ,"",TELANGANA
1178, current / ongoing  ," , No. 6-B/26, Sarangapani Street,Krishnapuram, Ambattur OT,,Chennai,Tamil Nadu  600053 ", 011 91 4426586066  ,"",TAMIL NADU
1180, completed - sustainable  ," , Plot No 2, Krishnapuri Colony, Near AOC Gate, ,West Marredpally, Opp Fiitjee World School,Secunderabad,Telangana  500026 ", 011 91 9848211992  ,"",TELANGANA
1181, completed - requirements ended  ," , Nabarun Seva Niketan,,Pulsita, P.S. Kolaghat,West Bengal  721 154 ", (03228) 256-679/ 257-573  ,"",WEST BENGAL
1184, current / ongoing  ," , Shaaron Garden, K.R Nagar post, Kalangaperi Road,,Rajapalayam,Tamil Nadu  626108 ", 04563-235758  ,"",TAMIL NADU
1185, completed - requirements ended  ," , ,,,Uttar Pradesh   ",   ,"",UTTAR PRADESH
1186, completed - requirements ended  ," , Asha Trust ,Village: Bhandha Kala Post: Kaithi ,Kaithi,Uttar Pradesh  221116 "," 91-542-2618301, Cell: 91-94152  ","",UTTAR PRADESH
1187, current / ongoing  ," , Digambarpur, Via Kashinagar ,P.S. Dholahat,Patharpratima,West Bengal  743349 ",  011 91 3324283363  ,"",WEST BENGAL
1188, current / ongoing  ," , House number 20 539 Opposite Municipal Stadium, Kadapa,Y.S.R District Andhra Pradesh, India,Kadapa,Andhra Pradesh  516004 ", 91 - 8562 - 247 106  ,"",ANDHRA PRADESH
1189, completed - requirements ended  ," , ,,Padal Village, Zhagadia,Gujarat   ",   ,"",GUJARAT
1190, current / ongoing  ," , Path village under Phakiradih Panchayat in Bhandaria Block,Jharkhand-822125, India,Ramkanda Post Office,Jharkhand  822125 ", 011 918877067911  ,"",JHARKHAND
1193, current / ongoing  ," , H.NO.8-1-284/OU/256,,OU COLONY SAIKPET, Telangana,Hyderabad,Andhra Pradesh  500104 ", 91 84042 71122  ,"",TELANGANA
1194, completed - things went wrong  ," , Mattilayam Post.Vellamunda (Via) Wayanad Dt.Kerala,Mattilayam P.O,Vellamunda,Kerala  670731 ", 04935-236346  ,"",KERALA
1196, current / ongoing  ," , Gatiroutpatna,P.O. Biribati,Distt. Cuttack,Orissa  754100 ", 011 91 9437452072  ,"",ODISHA
1197, completed - requirements ended  ," , 5, Kondal Street,Kondithope,Chennai,Tamil Nadu  600079 ", 0091-98407 28798  ,"",TAMIL NADU
1198, completed - things went wrong  ," , Wings School,House No.4-60/3/92,Tumkunta,Telangana  000000 ", 9948093165  ,"",TELANGANA
1199, completed - requirements ended  ," , ,,Seeyapoondi,Tamil Nadu   ",   ,"",TAMIL NADU
1200, completed - sustainable  ," , Prakruti Badi, Timbaktu Collective,,Chennakotha Palli village,,Chennakothapalli Village,Andhra Pradesh  515101 ", 91855940335  ,"",ANDHRA PRADESH
1201, completed - requirements ended  ," , Post Box No.47 D. No. 22-977/1, ,Moruganipalle Road, ,,Andhra Pradesh  517001 ",   ,"",ANDHRA PRADESH
1204, current / ongoing  ," , Wayanad Girijana Seva Trust, Mattilayam Post, Vellamunda Via,,Vellamunda,Kerala  670731 ", 011 91 9947421050  ,"",KERALA
1206, completed - requirements ended  ," , 1st Floor, Abbas Building, Mereweather Road,Colaba,Mumbai,Maharashtra  400001 ", 091 22 22020869  ,"",MAHARASHTRA
1209, completed - requirements ended  ," , Dhrupad Sansthan, Behind Van Nidhi Nursery,Suraj Nagar, P.O.  National Judicial Academy, Bhadbhada ,Bhopal,Madhya Pradesh  462002 ", 011 91 9425006681  ,"",MADHYA PRADESH
1210, completed - requirements ended  ," , Durga Apartments,,Hyderabad,Andhra Pradesh   ", 91 40 6515 5525  ,"",ANDHRA PRADESH
1211, current / ongoing  ," , H.No. 42-93/2, Plot No. 245, Jawahar Nagar Colony,Moula-Ali,Hyderabad,Telangana  500040 ", 9959244558  ,"",TELANGANA
1212, completed - requirements ended  ," , Gandhi Bhavan,Next to Poona Blind Girl School, Kothrud,Pune,Maharashtra  411038 ", 020-25386687/ 09869049849  ,"",MAHARASHTRA
1213, current / ongoing  ," , Samarpan Foundation,63 Jor Bagh,New Delhi,Delhi  110003 ", 91 09810012062  ,"",DELHI
1214, current / ongoing  ," , Shiyalkhati (Near Indian Airforce Station),P.O.: Digaru,Sonapur,Assam  782401 ", +9198599-43117 / +9197067-6762  ,"",ASSAM
1215, current / ongoing  ," , Plot 497, Sector 28,,Pradhikaran,Pune,Maharashtra  411044 ", +919890093187  ,"",MAHARASHTRA
1216, current / ongoing  ," , Bhagwati Sarla Paliwal Shiksha Samiti,Village and Post,Jattari,Uttar Pradesh  202137 ", 011 91 99999 99999  ,"",UTTAR PRADESH
1217, completed - requirements ended  ," , Rajshila Apartments, D-2,,Sheikhpura,Patna,Bihar  800023 ", +91-9199832603  ,"",BIHAR
1218, completed - things went wrong  ," , Boys Town Society,Tirumangalam,Tirumangalam,Tamil Nadu  625706 ", 04549 294473  ,"",TAMIL NADU
1220, completed - sustainable  ," , No. 45 sree sai gardens, burugunte village,sarjapur-atti belle main road, near sarjapura police station,Bangalore,Karnataka  562125 ", 91 98800 80133  ,"",KARNATAKA
1221, completed - requirements ended  ," , Poilwa,,Poilwa Village, Peren District,Nagaland  797002 ", +91-9612678999  ,"",NAGALAND
1222, completed - requirements ended  ," , B1/111 Assi,,Varanasi,Uttar Pradesh  221005 ", 542-369800  ,"",UTTAR PRADESH
1223, completed - sustainable  ," , Snehalaya, F Block, Survey No. 239, Shree Tiles Chowk, ,Beside Super Ammonia Plant, MIDC,Ahmednagar,Maharashtra  414111 ", 0241-2778353  ,"",MAHARASHTRA
1226, current / ongoing  ," , ICHAPUR Sealdanga,P.O.- Santragachi,Howrah,West Bengal  711104 ", 011 91 9836509314  ,"",WEST BENGAL
1228, current / ongoing  ," , First Floor, 85/2, Luz Avenue, Mylapore, Chennai 600004,Near Nageswara rao park,Chennai,Tamil Nadu  600004 ", 91 9444404060  ,"",TAMIL NADU
1230, current / ongoing  ," ,  Mathurapur II Block,Sundarban, West Bengal, 743349,Nandakumarpur,West Bengal  743349 ", 01191 9831001655  ,"",WEST BENGAL
1231, completed - requirements ended  ," , ,,,Tamil Nadu   ",   ,"",TAMIL NADU
1233, completed - sustainable  ," , -,-,-,Tamil Nadu  600003 ", 011919876543210  ,"",TAMIL NADU
1234, current / ongoing  ," , First Floor, 85/2, Luz Avenue, Mylapore, Chennai 600004,Near Nageswara rao park,Chennai,Tamil Nadu  600004 ",    ,"",TAMIL NADU
1235, completed - requirements ended  ," , Vadakkur South, Nadu Nagar,Chellampatti, Poyyundar kottai Post,Orathanadu Taluk,Tamil Nadu  614902 ",   ,"",TAMIL NADU
1236, completed - sustainable  ," , Ramditti J R Narang Learning Centre,B-65, Panchsheel Vihar (behind Triveni Complex),Sheikh Sarai,Delhi  110017 ", 011-91-986-8144-844  ,"",DELHI
1237, current / ongoing  ," , B190, University Marg,,Bapu Nagar,Jaipur,Rajasthan  302015 ", 011-91-9414203768  ,"",RAJASTHAN
1238, completed - sustainable  ," , 1(P), Unnati Centre, Temple Road, Sadanandanagar, NGEF Layout,Bangalore,Karnataka  560038 ", 9844085864  ,"",KARNATAKA
1240, completed - requirements ended  ," ,  184/14C-2 Jayanagar,,Thiruvallur,,Tamil Nadu   ", 9884080048(C  ,"",TAMIL NADU
1241, current / ongoing  ," , 8-3-1027/A2,Lane Opp To Indian Bank,Srinagar Colony-Hyderabad,Telangana  500073 ",  040-4004 2250  ,"",TELANGANA
1242, completed - requirements ended  ," , K-96, B K Dutt Colony,,Jor Bagh Road, ,New Delhi,Delhi  110003 ",   ,"",DELHI
1243, current / ongoing  ," , 536, BN Reddy Nagar Colony, ,Near Cherlapally Industrial Area,Hyderabad,Andhra Pradesh  500051 ", (91)9959559022  ,"",ANDHRA PRADESH
1244, completed - requirements ended  ," , ,,,Tamil Nadu   ",   ,"",TAMIL NADU
1245, completed - sustainable  ," , STEM Land, Udavi School,Edayanchavadi Village, Auroville,Edayanchavadi village,Tamil Nadu  605101 ", 8940262969  ,"",TAMIL NADU
1246, current / ongoing  ," , Thennur Village,T. Kalathur via Kunnam Taluk,Kunnam Taluk,Tamil Nadu  621114 ", 011-91-432-723-4644  ,"",TAMIL NADU
1248, current / ongoing  ," , Plot No. 110, D-No. 5-175/1, Behind Bay Crown Apartment,Near Sun Senora Beach Campus, Yendada,Visakhapatnam,Andhra Pradesh  530045 ", 00918572 228592  ,"",ANDHRA PRADESH
1250, completed - requirements ended  ," ,  521, 20th Main Road, 4th T Block Jayanagara, Bangalore,20th Main Road,Bangalore,Karnataka  560041 ", 080 4117 1468  ,"",KARNATAKA
1251, current / ongoing  ," , Village - Nandakumarpur,Block - Mathurapur II,South 24 Parganas,West Bengal  743349 ", 091 9007032300  ,"",WEST BENGAL
1252, current / ongoing  ," , Nandakumarpur, Mathurapur II,South 24 Parganas,Sundarban,West Bengal  743349 ", 091 9007032300  ,"",WEST BENGAL
1253, completed - requirements ended  ," , H.No.12/A, PS Nagar,Vijayanagar  Colony, Masab Tank,Hyderabad,Telangana  500057 ", 011 91 9052858856  ,"",TELANGANA
1255, Support ended.  ," , Nari Gunjan, Prerna Hostel Lalkothi,Danapur, Patna,Bihar  801503 ", 06115-224448  ,"",BIHAR
1256, current / ongoing  ," , Q-402, Shrinand Nagar Part II,Vejalpur,Ahmedabad,Gujarat  380051 ", 91 079 26829004  ,"",GUJARAT
1257, current / ongoing  ," , 8/251, Manja Nayakkar Street, Nalla Pillai Petral post, ,Gingee taluk, Villupuram district ,Viluppuram,Tamil Nadu  604152 ", 91-8098873391  ,"",TAMIL NADU
1259, completed - requirements ended  ," , 64 C,  Kalai magal illam,,Periyasamy Street, Sundarapuram (PO),Coimbatore,Tamil Nadu  641024 ", 9443343336  ,"",TAMIL NADU
1260, completed - requirements ended  ," , Door no. 5-240/2,  Behind Sriramulu Theatre ,H.P. Road, Moosapet ,Hyderabad,Telangana  500018 ", 40-23065796  ,"",TELANGANA
1261, current / ongoing  ," , First Floor, 85/2, Luz Avenue, Mylapore, Chennai 600004,Near Nageswara rao park,Chennai,Tamil Nadu  600004 ", 91 9444404060  ,"",TAMIL NADU
1262, current / ongoing  ," , Kalkeri Sangeet Vidyalaya , N/A,Kalkeri,Karnataka  580007 ", 011918362786746  ,"",KARNATAKA
1263, Proposal - Closed  ," , 162 Kalighat Road,Kalighat,Kolkata,West Bengal  700026 ", 91-3324850068  ,"",WEST BENGAL
1264, completed - sustainable  ," , 162 Kalighat Road,Kalighat Road,Kolkata,West Bengal  700026 ", 011 91 3324850068  ,"",WEST BENGAL
1265, completed - requirements ended  ," , 73, 3rd phase 2nd main road,Vinayaka layout, Vijayanagar,,Bangalore,Karnataka  560040 ", 011 91 9880086300  ,"",KARNATAKA
1266, completed - sustainable  ," , Tirunelveli,Tirunelveli,Tirunelveli,Tamil Nadu  627113 ", 04424320430  ,"",TAMIL NADU
1267, terminated  ," , Building 9-10, Bhai Vir Singh Marg,Near Bangla Sahab Gurudwara,New Delhi,Delhi  110001 ", 011-23347506  ,"",DELHI
1268, current / ongoing  ," , Kankura Masat, PO Masat, PS,Diamond Harbour, Dist South 24 Parganas,Paraganas,West Bengal  743375 ", 011 91 9830963053  ,"",WEST BENGAL
1269, current / ongoing  ," , Gramya Sansthan , L-40, VDA Colony, Chandmari,Lalpur II, Lamhi, Sarnath,Varanasi,Uttar Pradesh  221007 ", 91 9415222597  ,"",UTTAR PRADESH
1270, current / ongoing  ," , N1/59-A-23-22, Shivpuri Colony,Nagwa,Varanasi,Uttar Pradesh  221005 ", 011 91 8858504470  ,"",UTTAR PRADESH
1271, current / ongoing  ," , Lok Chetna Samiti, Near Chiraigaon Block Office,Bariasanpur, Saranath P.O.,,Varanasi,Uttar Pradesh  221007 ", 011 91 542 2616289  ,"",UTTAR PRADESH
1272, current / ongoing  ," , First Floor, 85/2, Luz Avenue, Mylapore, Chennai 600004,Near Nageswara rao park,Chennai,Tamil Nadu  600004 ", 94444-04060  ,"",TAMIL NADU
1274, completed - requirements ended  ," , Block F,Nikhil Pride phase II,,Next to Abhinav Kala Mahavidyalay, Tilak Road, Sadashiv Peth,Pune,Maharashtra  411030 ", 011 91 2024327766  ,"",MAHARASHTRA
1275, completed - sustainable  ," , 26 Kiphire,26 Kiphire,Kiphire,Nagaland  798611 ", 0091 9612522922  ,"",NAGALAND
1276, current / ongoing  ," , Village - Nandakumarpur Gram Panchayat - Nandakumarpur,Block - Mathurapur II District ,Sundarban,West Bengal  743349 ", 091 9007032300  ,"",WEST BENGAL
1277, completed - sustainable  ," , C1, Shanti Vihar Colony, ,Ambedkar Path,Patna,Bihar  800014 ", 91 612 2595151  ,"",BIHAR
1278, completed - requirements ended  ," ,  No. 502, 5th C Main, 5th Cross, 2nd Block ,HRBR Layout, Kalyan Nagar,Bangalore,Karnataka  560043 ", 4102076672   ,"",KARNATAKA
1279, completed - requirements ended  ," , Chikkagubbi, Alpha Engineering College Road,Kothanur Post,Bangalore,Karnataka  560077 ", 011 98 86411130  ,"",KARNATAKA
1280, completed - requirements ended  ," , Deenabandhu Trust, PWD Colony,Behind Forest Nursery,Chamarajnagara,Karnataka  571313 ", 011 91 9449406494  ,"",KARNATAKA
1281, completed - requirements ended  ," , Pawan Public School,Pauni  ,Bhandara,Maharashtra  441910 ", 91 9766370959   ,"",MAHARASHTRA
1282, proposal - received  ," ,  Gandhi Smarak Sangrahalaya, Ashram Rd, Ahmedabad, Gujarat ,Ashram Road , Ahmedabad,Gujarat  380027 ", 011 91 7927557277  ,"",GUJARAT
1283, completed - requirements ended  ," , Deenabandhu Trust, PWD Colony,Behind Forest Nursery,Chamarajnagara,Karnataka  571313 ", 009108226223077  ,"",KARNATAKA
1284, completed - sustainable  ," , 12-13-440,Street no 1,Tarnaka,Secunderabad,Telangana  500017 ", 011 91 9440860271  ,"",TELANGANA
1285, current / ongoing  ," , Dr. Shroffs Charity Eye Hospital,5027 Kedarnath Road, Darya Ganj,,Delhi,Delhi  110002 ", 9101123438245  ,"",DELHI
1286, current / ongoing  ," , B-30/2A-6-1,GANGA BAG COLONY,VARANASI,Uttar Pradesh  221005 ", 0117755092551  ,"",UTTAR PRADESH
1287, completed - requirements ended  ," , Bodh Shiksha Samiti ,AA-1, Anita Colony  Bajaj Nagar,Jaipur,Rajasthan  302015 ", 001 91 141 2708460  ,"",RAJASTHAN
1288, current / ongoing  ," , Parmarth Samaj Sevi Sansthan, Mona House, Churkhi Road, Orai,Uttar Pradesh  285001 ", 05162-258412  ,"",UTTAR PRADESH
1289, completed - requirements ended  ," , PO Bhandahan Kalan,Kaithi,Varanasi,Uttar Pradesh  123456 ", 011 91 542 2618201  ,"",UTTAR PRADESH
1290, current / ongoing  ," , D No 3-57, ,Veerankilock,Pamidimukkala,Andhra Pradesh  521250 ", 011-91- 9441413161  ,"",ANDHRA PRADESH
1291, current / ongoing  ," , H.No.12/A, PS Nagar, Vijayanagar Colony,Masab Tank,Hyderabad,Telangana  500057 ", 011 91 9052858856  ,"",TELANGANA
1292, completed - requirements ended  ," , S.No. 18/B5, Rigved, Sankalp Society,Gondhalenagar,Pune ,Maharashtra  411028 ", 011 91 9890690513   ,"",MAHARASHTRA
1293, completed - requirements ended  ," , No. 151/F 4th Cross,Gokulam 3rd Stage,Mysore,Karnataka  570002 ", 011 91 9886409563  ,"",KARNATAKA
1294, current / ongoing  ," , VK Odisha Seva Prakalpa- VIVEKANANDA KENDRA,Jamuhata mining school road,Keonjhar,Orissa  758001 ", 011 91 6766255954  ,"",ODISHA
1295, completed - requirements ended  ," , VANASTHALI RURAL DEVELOPMENT CENTRE ,318 / 19 B, Canal road, Model Colony,Pune,Maharashtra  411016 ", 0119120265238747  ,"",MAHARASHTRA
1296, completed - requirements ended  ," , Gram Vikas Sanstha Campus,Shirsala Road,Pauni,Maharashtra  441910 ", 919766370959  ,"",MAHARASHTRA
1297, current / ongoing  ," , Isai Ambalam School,Auroville, Alankuppam Village,,Puducherry,Tamil Nadu  605101 ", 91-8940262969  ,"",PUDUCHERRY
1298, completed - sustainable  ," , 13-239, Bhimli Beach Rd, Mangamaripeta Village,Chapaluppada Post,Visakhapatnam,Andhra Pradesh  530045 ", 011 91 99896 95888  ,"",ANDHRA PRADESH
1299, Proposal - Closed  ," , First Floor, 85/2 Luz Avenue,Mylapore,Chennai,Tamil Nadu  600004 ", 011919444404060  ,"",TAMIL NADU
1300, completed - requirements ended  ," , 37/10, Yellappa Chetty Layout ,Ulsoor Road,Bengaluru,Karnataka  560042 ", 011 91 80 41131930  ,"",KARNATAKA
1301, completed - requirements ended  ," , I Care India,3/445, Vivek Khand, Gomti Nagar,Lucknow ,Uttar Pradesh  226010 ", 091-52-240-004-90000  ,"",UTTAR PRADESH
1302, current / ongoing  ," , Sri Aurobindos School,Gaddipally Village - Post, Garedepally Mandal,Gaddipally Village,Telangana  508201 ", 011-91-9985212524  ,"",TELANGANA
1303, completed - sustainable  ," , Village Shingave Naik,Ahmednagar-Shirdi Highway Tehsil,Ahmednagar,Maharashtra  414111 ", 011 91-986-0847-954  ,"",MAHARASHTRA
1304, current / ongoing  ," , Aamrapali Co-operative Housing Society,Khare Chawl, Gautam Nagar, Dumping Road,Mumbai,Maharashtra  400080 ", 9221007606  ,"",MAHARASHTRA
1305, completed - requirements ended  ," , I Care India,3/445, Vivek Khand, Gomti Nagar,Lucknow ,Uttar Pradesh  226010 ", 091-52-240-004-90000  ,"",UTTAR PRADESH
1306, completed - sustainable  ," , Shree Swami Ramanand Vidya Sankul,Ramtekri Tapovan,Gram Sopra Tehsil Chanchoda,Madhya Pradesh  47315 ", 011919630058438  ,"",MADHYA PRADESH
1307, current / ongoing  ," , 115 VISHRAM HSG EXGE BG,SILVEPURA,  SOLADEVANAHALLI,CHIKKABANAVA,Bangalore,Karnataka  560088 ", 011 91 9902985284  ,"",KARNATAKA
1308, completed - requirements ended  ," , Parijat Academy,Pamohi P.O., Garchuk,Guwahati,Assam  781035 ", 919954778447  ,"",ASSAM
1309, current / ongoing  ," , Near Mahatma Gandhi Cancer Hospital, J.P Road,Bhimavaram Mandal,Pedaamiram ,Andhra Pradesh  534202 ", 91 9848955766  ,"",ANDHRA PRADESH
1310, current / ongoing  ," , Flat No. 14, 3rd Floor, Samodiya Apartment, Hanuman Rd,Samodiya Apartment,Mumbai,Maharashtra  400076 ", 91 8291416965  ,"",MAHARASHTRA
1311, current / ongoing  ," , Nirdhar Kesapur Camp ,Sadola Road ,Mazalgaon,Maharashtra  431131 ", 91 9527463565  ,"",MAHARASHTRA
1312, current / ongoing  ," , 47/1 Nolambur Phase II,Mogappair,Chennai,Tamil Nadu  600037 ", 011 91 4426530712  ,"",TAMIL NADU
1313, current / ongoing  ," ,  47/1, Nolambur Phase II, Mogappair West, ,Chennai,Tamil Nadu  600037 ", 91-9382896636  ,"",TAMIL NADU
1314, current / ongoing  ," , 2nd Floor, Mistry Chamber,Besides Hotel Kama,Ahmedabad,Gujarat  380001 ", 919825093818  ,"",GUJARAT
1315, completed - requirements ended  ," , 18-1B, OPPOSITE JSS COLLEGE,Mysuru Ooty Road,MYSURU,Karnataka  570025 ", 0821-2484371  ,"",KARNATAKA
1316, completed - sustainable  ," , A-3, Gurukrupa, 2nd Cross Rd., ,Lokhandwala Complex, Andheri (W),Mumbai,Maharashtra  400053 ", 011 91 9930303909  ,"",MAHARASHTRA
1317, current / ongoing  ," , Snehalaya, F Block, Survey No. 239, Shree Tiles Chowk, ,Beside Super Ammonia Plant, MIDC,Ahmednagar,Maharashtra  414111 ", 0241-2778353  ,"",MAHARASHTRA
1318, current / ongoing  ," , Bonogram,Bakhrahat Road, P.S,Rashpunja,West Bengal  700104 ", 091 3324954118  ,"",WEST BENGAL
1319, current / ongoing  ," , MNREGA Workers Union Office,In front of Aaraji Line,Rajatalab ,Uttar Pradesh  221311 ", 011 91 8858460501  ,"",UTTAR PRADESH
1320, current / ongoing  ," , 	SANKALP EK PRAYAS SOCIETY, BHILAI, ROOM NO-3,CONTRACTOR BUILDING, NSPCL TOWNSHIP,BHILAI,Chhattisgarh  490006 ", 011 91 9425553681  ,"",CHHATTISGARH
1321, current / ongoing  ," , Kalyan, 32, Natraj Society,Karve Nagar,Pune,Maharashtra  411038 ", 011 91 2025450882  ,"",MAHARASHTRA
1322, current / ongoing  ," , 405, F, Pocket II, Phase I,Mayur Vihar,Delhi,Delhi  110091 ", 01143042669  ,"",DELHI
1323, completed - sustainable  ," , Bhandahan Kala,Near River,Kaithi,Uttar Pradesh  221116 ", 91 542 2618201  ,"",UTTAR PRADESH
1324, current / ongoing  ," , Asha Chennai First Floor, 85/2 Luz Avenue Mylapore, Chennai ,,Chennai,Tamil Nadu  600004 ",  94444-04060  ,"",TAMIL NADU
1325, current / ongoing  ," , Vill and P.O.-Paunsi, Block- Bhagawanpur-II, PS.,PS.- Bhupatinagar  Dist - Purba Medinipur,,Paushi,West Bengal  721444 ", 011 91 9932671081  ,"",WEST BENGAL
1326, completed - sustainable  ," , 184/14C-2,,Jayanagar,Tamil Nadu  602001 ", 011 91 9884080048  ,"",TAMIL NADU
1327, current / ongoing  ," , Vijay Foundation Trust (Assn)  D.No. 20/539-B,Opposite Municipal Stadium,Kadapa,Andhra Pradesh  516001 ", 91 8121801644  ,"",ANDHRA PRADESH
1328, completed - things went wrong  ," , Veeronkilock, D. No 3-57,,,Pamidimukkala Mandal,Andhra Pradesh  521250 ", 919441413161  ,"",ANDHRA PRADESH
1329, completed - requirements ended  ," , Vill-Akajan, via-Salapathar,,Salapathar,Assam  787059 ", 91 9954179520  ,"",ASSAM
1330, current / ongoing  ," , Samagra Seva,North of Animal Hospital,Naya tola Bihari,Bihar  811307 ", 011 91 9931534537  ,"",BIHAR
1331, current / ongoing  ," , 2nd Floor, Administrative Block  Andhajan Mandal Campus,Opp. IIM, Vastrapur,Ahmedabad,Gujarat  380015 ", 011 91 079 26301282  ,"",GUJARAT
1332, current / ongoing  ," , Gramin Vikas Samiti,40, NAROTTAM NAGAR CHOPRA KHURD,DAMOH,Madhya Pradesh  470661 ", 91-94256 28427   ,"",MADHYA PRADESH
1333, current / ongoing  ," , Disha Special School and Autism Centre,62, Sampat Rao Colony, Alkapuri,Vadodara,Gujarat  390005 ", 011 91 6352469413  ,"",GUJARAT
1334, current / ongoing  ," , First Floor, 85/2, Luz Avenue, Mylapore,,Chennai,Tamil Nadu  600004 ", 91 9444404060  ,"",TAMIL NADU
1335, current / ongoing  ," , 158/4, Prince Anwar Shah Road, Kolkata - 700045,,Kolkata,West Bengal  700045 ", 011 91 9331961370  ,"",WEST BENGAL
1336, current / ongoing  ," , ROOM NO-3, CONTRACTOR BUILDING, NSPCL TOWNSHIP,,Bhilai,Chhattisgarh  490006 ", 011 91 9425553681  ,"",CHHATTISGARH
1337, current / ongoing  ," , C103/C104, 1st Floor, Remi Bizcourt, Shah Industrial Estate,,Off Veera Desai Road, Andheri West,Mumbai,Maharashtra  400053 ", 011 91 8130522876  ,"",MAHARASHTRA
1338, completed - requirements ended  ," , SUPPORT Public School, Ashok Nagar, Canery Hill Road,Hazaribagh,Jharkhand  825301 ", 011 91 9431185632  ,"",JHARKHAND
1339, completed - requirements ended  ," , Post- Kamalpur,Vill- Kunauli Bazar,Kamalpur,Bihar  847451 ", 91 99310 26971  ,"",BIHAR
1340, current / ongoing  ," , Village Nagepur,,Rajatalab,Uttar Pradesh  221311 ", 91-9415300520  ,"",UTTAR PRADESH
1341, current / ongoing  ," , No.383. Ambethkar Nagar, Kaivandur post and village,,Thiruvallur,Tamil Nadu  631203 ", 9444404060   ,"",TAMIL NADU
1342, current / ongoing  ," , Kaithi,,Varanasi,Uttar Pradesh  221116 ", 919415256848  ,"",UTTAR PRADESH
1343, current / ongoing  ," , SANKALP EK PRAYAS SOCIETY BHILAI,ROOM NO-3, CONTRACTOR BUILDING, NSPCL TOWNSHIP,BHILAI,Chhattisgarh  490006 ", 011 91 788 2282437  ,"",CHHATTISGARH
1344, current / ongoing  ," , Kabir Foundation,P.O. Tikuri,Khajuraho,Madhya Pradesh  471606 ", 011 91 8085347184  ,"",MADHYA PRADESH
1345, current / ongoing  ," , Flat No. 21, J 374,Baishnabghata Patuli,Kolkata,West Bengal  700094 ", 011 91 9433969558  ,"",WEST BENGAL
1346, current / ongoing  ," ,  51/2, Agraharam Street, Keezha Panaiyur Village, Thiruvarur,Thiruvarur district. Tamilnadu-614708.,Thiruvarur,Tamil Nadu  614708 ", 91-9444404060  ,"",TAMIL NADU
1347, current / ongoing  ," , Asha Chennai, 85/2 Luz Avenue First Floor, Mylapore Chennai ,adjacent  to viswa dental clinic,chennai,Tamil Nadu  600004 ", 94444 04060  ,"",TAMIL NADU
1348, current / ongoing  ," , C/o Kunjbhari Sharma and Chhagan Gurjar, ,Village Nandu,Alwar,Rajasthan  301410 ", 011-91-7926305041  ,"",RAJASTHAN
1349, current / ongoing  ," , Wayanad Girijana Seva Trust, Mattilayam P.O. Vellamunada ,,Vellamunada,Kerala  670731 ", 011 91 9947421050  ,"",KERALA
1350, current / ongoing  ," , 371, MGR Rd, Ezhil Nagar, Sholinganallur,,Chennai,Tamil Nadu  600119 ", 011 91 9940450930  ,"",TAMIL NADU
1351, current / ongoing  ," , Abinash Mukherjee Road,,Bandel,West Bengal  712103 ", 011 91 9339711974  ,"",WEST BENGAL
1352, current / ongoing  ," , House no.18, near Cafe Karma,Lamb Road, Dighalipukhuri East,Guwahati,Assam  781001 ", 011 91 7086014345  ,"",ASSAM
1353, current / ongoing  ," , Village Taraberia,,PO: Padmalavpur,West Bengal  743126 ", 011 91 7605827070  ,"",WEST BENGAL
